movie_id,title,release_date,metascore,userscore,production_budget,worldwide_box_office,rating_id
beyond-sleep-(netherlands)-(2016),Beyond Sleep,2016-02-12,,,,156655.0,
baykalskiye-kanikuly-(russia)-(2016),Baykalskiye kanikuly,2016-02-12,,,,49964.0,
america-wild-national-parks-adventure,America Wild: National Parks Adventure,2016-02-12,,,,148879.0,
cloverfield-paradox-the-(2018),The Cloverfield Paradox,2018-02-05,,,,,
fifty-shades-freed,Fifty Shades Freed,2018-02-09,31.0,3.5,55000000.0,371985018.0,2.0
already-tomorrow-in-hong-kong,Already Tomorrow in Hong Kong,2016-02-12,54.0,5.3,,,0.0
yu-e-bu-zhu-(china)-(2018),Yu E Bu Zhu,2018-02-02,,,,40900.0,
wild-(netherlands)-(2018),Wild,2018-02-02,,,,761241.0,
winchester,Winchester,2018-02-02,28.0,4.4,3500000.0,45960255.0,1.0
triple-crimen-(argentina),Triple Crimen,2018-02-02,,,,483.0,
xiao-gou-nai-ping-(china)-(2018),Xiao Gou Nai Ping,2018-02-02,,,,213749.0,
touch-chesi-choodu-(india),Touch Chesi Choodu,2018-02-02,,,,2790843.0,
testament-the-(israel),The Testament,2018-02-02,,,,14489.0,
vergel-(argentina),Vergel,2018-02-02,,,,4684.0,
sparring-(france),Sparring,2018-02-02,,,,165548.0,
suo-ha-ren-sheng-(china)-(2018),Suo Ha Ren Sheng,2018-02-02,,,,17134.0,
scorched-earth-(canada),Scorched Earth,2018-02-02,,,,,
prezident-blanik-(cz),Prezident BlanÃƒÂ­k,2018-02-02,,,,1112333.0,
mult-v-kino-vypusk-no-68-(russia),Mult v Kino: Vypusk No. 68,2018-02-02,,,,102847.0,
plan-b-(poland),Plan B,2018-02-02,,,,1588246.0,
madura-veeran-(india),Madura Veeran,2018-02-02,,,,171313.0,
living-among-us-(2017),Living Among Us,2018-02-02,,,,,
patser-(belgium),Patser,2018-02-02,,,,1357706.0,
oh-lucy,Oh Lucy!,2018-03-02,,,,609104.0,
little-something-for-your-birthday-a-(2017),A Little Something for your Birthday,2018-03-30,,,,160849.0,
opera-de-paris-la-boheme-(france-2017),Opera De Paris: La Boheme,2018-02-02,,,,12742.0,
aida-at-la-scala,Aida at La Scala,2007-12-07,,,,,
oru-nalla-naal-paarthu-soldren-(india),Oru Nalla Naal Paarthu Soldren,2018-02-02,,,,1983845.0,
atonement,Atonement,2007-12-07,85.0,7.9,30000000.0,129779728.0,2.0
amateurs-the,The Amateurs,2007-12-07,,,,,
age-des-tenebres-l,L'ÃƒÂ¢ge des tÃƒÂ©nÃƒÂ¨bres,2007-12-07,,,,2379375.0,
lies-we-tell-(uk),Lies We Tell,2018-02-02,,,,5765.0,
violin-el,El Violin,2007-12-05,,,,,
billy-the-kid,Billy the Kid,2007-12-05,75.0,,,,0.0
one-foundation,One Foundation,2007-12-02,,,,4927651.0,
juno,Juno,2007-12-05,81.0,8.2,7000000.0,231450102.0,1.0
tony-n-tinas-wedding,Tony N' Tina's Wedding,2007-11-30,,,,,
saison-en-france-une-(france),Une Saison en France,2018-02-02,,,,98394.0,
sex-and-breakfast,Sex and Breakfast,2007-11-30,,,,,
sasquatch-gang-the,The Sasquatch Gang,2007-11-30,,,,,
scaphandre-et-le-papillon-le,Le Scaphandre et le Papillon,2007-11-30,,,14000000.0,22754472.0,
protagonist,Protagonist,2007-11-30,68.0,,,,2.0
maurice-richard,Maurice Richard,2007-11-30,,,8000000.0,,
lazarus-child-the-(italy)-(2006),The Lazarus Child,2007-11-30,,,,,
oswalds-ghost,Oswald's Ghost,2007-11-30,62.0,,,,0.0
intervention,Intervention,2007-11-30,,,,,
he-was-a-quiet-man,He Was a Quiet Man,2007-11-30,,,,76661.0,
divine-intervention-(2007),Divine Intervention,2007-11-30,,,,,
cronica-de-una-fuga,CrÃƒÂ³nica de una fuga,2007-11-30,,,,,
awake,Awake,2007-11-30,33.0,6.1,8600000.0,32968648.0,2.0
aaja-nachle,Aaja Nachle,2007-11-30,,,,4905590.0,
savages-the,The Savages,2007-11-28,,,9000000.0,10642023.0,
badland,Badland,2007-11-30,30.0,3.0,,,2.0
sure-shot-dombrowski,Sure Shot Dombrowski,2007-11-25,,,,,
mahi-nri-(uk)-(2017),Mahi NRI,2017-02-10,,,,6294.0,
lighting-dindin-(china),Lighting Dindin,2017-02-10,,,,1457100.0,
lovetrue,LoveTrue,2017-02-10,,,,9309.0,
national-theatre-live-saint-joan-(uk)-(2017),National Theatre Live: Saint Joan,2017-02-10,,,,628207.0,
left-on-purpose,Left on Purpose,2017-02-10,,,,,
labirinty-lyubvi-(russia)-(2017),Labirinty lyubvi,2017-02-10,,,,2444.0,
la-scala-madam-butterfly-(2017),La Scala: Madam Butterfly,2017-02-10,,,,16893.0,
jue-zhan-shi-shen-(china),Jue zhan shi shen,2017-02-10,,,,17721468.0,
kedi-(turkey),KEDi,2017-02-10,,,,4797784.0,
jolly-llb-2,Jolly LLB 2,2017-02-10,,,,25461514.0,
i-am-jane-doe,I am Jane Doe,2017-02-10,,,,,
journey-to-the-forbidden-valley-(2017),Journey to the Forbidden Valley,2017-02-10,,,,54176.0,
isra-en-het-magische-boek-(belgium),Isra en het magische boek,2017-02-10,,,,2472.0,
eldorado-xxi-(portugal),Eldorado XXI,2017-02-10,,,,1716.0,
everybody-loves-somebody-(mexico),Todos Queremos a Alguien,2017-02-17,,,,6491385.0,
dont-hang-up-(2016),DonÃ¢â‚¬â„¢t Hang Up,2017-02-10,,,,308642.0,
bornless-ones-(2017),Bornless Ones,2017-02-10,,,,,
coming-war-on-china-the-(uk),The Coming War on China,2017-02-10,,,,32050.0,
balu-mahi-(pakistan),Balu Mahi,2017-02-10,,,,29730.0,
concours-le-(france),Le concours,2017-02-10,,,,71870.0,
adventure-club-the-(canada),The Adventure Club,2017-02-10,,,,,
king-of-the-belgians-(belgium),King of the Belgians,2017-02-09,,,,196206.0,
2017-oscar-shorts,2017 Oscar Shorts,2017-02-10,,,,2837748.0,
igor,Igor,2008-09-19,40.0,5.7,22000000.0,31013349.0,1.0
john-wick-chapter-two,John Wick: Chapter Two,2017-02-10,,,40000000.0,171317271.0,
ghost-town,Ghost Town,2008-09-19,,,20000000.0,29958228.0,
lakeview-terrace,Lakeview Terrace,2008-09-19,47.0,4.9,20000000.0,44821299.0,1.0
fraulein,Fraulein,2008-09-19,,,,,
hounddog,Hounddog,2008-09-19,31.0,6.5,,,2.0
duchess-the,The Duchess,2008-09-19,,,27000000.0,45160110.0,
battle-in-seattle,Battle in Seattle,2008-09-19,54.0,7.4,,873537.0,2.0
all-of-us,All of Us,2008-09-19,,,,,
appaloosa,Appaloosa,2008-09-19,64.0,6.0,20000000.0,27911453.0,2.0
tired-of-kissing-frogs,Tired of Kissing Frogs,2008-09-12,,,,,
women-the,The Women,2008-09-12,,,16000000.0,50103808.0,
virtual-jfk-vietnam-if-kennedy-had-lived,Virtual JFK: Vietnam If Kennedy Had Lived,2008-09-17,56.0,,,,0.0
proud-american,Proud American,2008-09-12,,,,,
righteous-kill,Righteous Kill,2008-09-12,36.0,4.9,60000000.0,78481410.0,2.0
towelhead,Towelhead,2008-09-12,57.0,6.5,,400755.0,2.0
moving-midway,Moving Midway,2008-09-12,79.0,,,,0.0
papa-di-giovanna-il,Il Papa di Giovanna,2008-09-12,,,,3955837.0,
loins-of-punjab-presents,Loins of Punjab Presents,2008-09-12,,,,,
il-y-a-longtemps-que-je-t-aime,Il y a longtemps que je t'aime,2008-09-12,,,,23456628.0,
greetings-from-the-shore,Greetings from the Shore,2008-09-12,,,,,
forgiveness,Forgiveness,2008-09-12,,,,,
family-that-preys-the,The Family That Preys,2008-09-12,,,,,
enlighten-up,Enlighten Up!,2008-09-12,,,,,
christmas-on-mars,Christmas on Mars,2008-09-12,,,,,
wool-hak-kyo-i-ti,Wool-hak-kyo I-ti,2008-09-11,,,,1283207.0,
burn-after-reading,Burn After Reading,2008-09-12,63.0,6.6,37000000.0,168167798.0,2.0
michael-jacksons-this-is-it,Michael Jackson's This Is It,2009-10-28,,,60000000.0,252091016.0,
saw-vi-(2009),Saw VI,2009-10-23,,,11000000.0,69752402.0,
ong-bak-2,Ong-Bak 2,2009-10-23,47.0,6.5,15000000.0,7583050.0,2.0
boondock-saints-2-all-saints-day-the,The Boondock Saints 2: All Saints Day,2009-10-30,,,8000000.0,10629320.0,
motherhood,Motherhood,2009-10-23,34.0,7.3,10000000.0,723388.0,1.0
vampires-assistant-the,Cirque du Freak: The Vampire's Assistant,2009-10-23,,,40000000.0,39753957.0,
astro-boy,Astro Boy,2009-10-23,53.0,5.9,65000000.0,41636243.0,1.0
killing-kasztner,Killing Kasztner,2009-10-23,,,,,
antichrist,Antichrist,2009-10-23,49.0,7.2,,2492704.0,0.0
fantastic-mr-fox,Fantastic Mr. Fox,2009-11-13,83.0,8.3,40000000.0,47001091.0,1.0
(untitled),,2009-10-23,,,,,
canyon-the,The Canyon,2009-10-23,,,,,
cowboy-and-lucky,Cowboy and Lucky,2009-10-22,,,,,
where-the-wild-things-are,Where the Wild Things Are,2009-10-16,71.0,6.5,100000000.0,99123656.0,1.0
amelia,Amelia,2009-10-23,37.0,5.5,40000000.0,19756077.0,1.0
stepfather-the-(2008),The Stepfather,2009-10-16,,,20000000.0,29227561.0,
new-york-i-love-you,"New York, I Love You",2009-10-16,49.0,5.2,,9725060.0,2.0
ministers-the,The Ministers,2009-10-16,,,,,
nana-la,La Nana,2009-10-16,,,,,
opa,Opa!,2009-10-16,,,,,
little-traitor-the,The Little Traitor,2009-10-16,,,,,
main-aurr-mrs-khanna,Main Aurr Mrs. Khanna,2009-10-16,,,,1289846.0,
law-abiding-citizen,Law Abiding Citizen,2009-10-16,34.0,6.9,53000000.0,131159781.0,2.0
szabadsag-szerelem-(hungary)-(2006),"SzabadsÃƒÂ¡g, szerelem",2009-10-16,,,,11346.0,
janky-promoters,Janky Promoters,2009-10-16,,,10000000.0,,
bout-portant-a,A bout portant,2011-07-29,,,,9230157.0,
assassination-games,Assassination Games,2011-07-29,,,,744012.0,
cowboys-and-aliens,Cowboys and Aliens,2011-07-29,,,163000000.0,176038324.0,
attack-the-block,Attack the Block,2011-07-29,75.0,7.1,13000000.0,6459183.0,2.0
bulli-cooking-in-progress-el,El Bulli: Cooking in Progress,2011-07-27,,,,595934.0,
life-in-a-day,Life in a Day,2011-07-24,58.0,7.3,,,1.0
ma-dang-eul-na-on-am-talk,Ma-dang-eul Na-on Am-talk,2011-07-28,,,,12588013.0,
myth-of-the-american-sleepover,Myth of the American Sleepover,2011-07-22,,,,,
singham,Singham,2011-07-22,,,,28581709.0,
little-help-a-(2011),A Little Help,2011-07-22,,,,,
friends-with-benefits,Friends with Benefits,2011-07-22,63.0,6.7,35000000.0,146595891.0,2.0
elle-s-appelait-sarah,Elle s'appelait Sarah,2011-07-22,,,14500000.0,25480031.0,
captains-the-(2011),The Captains,2011-07-22,,,,,
captain-america-the-first-avenger,Captain America: The First Avenger,2011-07-22,66.0,7.1,140000000.0,370569776.0,1.0
frau-mit-den-5-elefanten-die,Die Frau mit den 5 Elefanten,2011-07-20,,,,,
another-earth,Another Earth,2011-07-22,66.0,6.3,175000.0,2102779.0,1.0
boy-called-dad-a,A Boy Called Dad,2011-07-23,,,,,
autoerotic,Autoerotic,2011-07-22,,,,,
yang-shan-zhou,Yang Shan Zhou,2011-07-19,,,,8734350.0,
undefeated-the-(2011),The Undefeated,2011-07-15,,,,,
snow-flower-and-the-secret-fan,Snow Flower and the Secret Fan,2011-07-15,42.0,7.0,6000000.0,11348205.0,1.0
tree-the,The Tree,2011-07-15,,,,,
zindagi-na-milegi-dobara,Zindagi Na Milegi Dobara,2011-07-15,,,,29259272.0,
jackboots-on-whitehall,Jackboots on Whitehall,2010-10-08,,,,,
salvation-boulevard,Salvation Boulevard,2011-07-15,35.0,5.8,5500000.0,,0.0
its-kind-of-a-funny-story,It's Kind of a Funny Story,2010-10-08,63.0,7.3,8000000.0,6632950.0,1.0
tabloid,Tabloid!,2011-07-15,74.0,7.1,,,2.0
inside-job-(2010),Inside Job,2010-10-08,,,2000000.0,7799257.0,
its-a-wonderful-afterlife,It's a Wonderful Afterlife,2010-10-08,40.0,,10000000.0,1642939.0,1.0
i-spit-on-your-grave-(2010),I Spit on Your Grave,2010-10-08,,,1750000.0,1278471.0,
cherry-(2010),Cherry,2010-10-08,,,,,
as-good-as-dead,As Good as Dead,2010-10-08,,,,,
ghettophysics,GhettoPhysics: Will the Real Pimps and Ho's Please Stand Up?,2010-10-08,,,,,
zenith,Zenith,2010-10-01,,,,,
social-network-the-(2010),The Social Network,2010-10-01,,,40000000.0,224922135.0,
budrus,Budrus,2010-10-08,,,,86748.0,
let-me-in,Let Me In,2010-10-01,79.0,8.5,20000000.0,28270399.0,2.0
robot-(2010),Robot,2010-10-01,,,,31267492.0,
hatchet-ii,Hatchet II,2010-10-01,49.0,7.2,,,0.0
freakonomics-(2010),Freakonomics,2010-10-01,,,2900000.0,172867.0,
partir,Partir,2010-10-01,,,,187788.0,
douchebag,Douchebag,2010-10-01,56.0,,,,0.0
fubar-ii,FUBAR II,2010-10-01,,,,,
cash-crop,Cash Crop,2010-10-01,,,,,
chain-letter,Chain Letter,2010-10-01,,,3000000.0,1022453.0,
case-39,Case 39,2010-10-01,25.0,6.6,27000000.0,28773827.0,2.0
barry-munday,Barry Munday,2010-10-01,,,3000000.0,,
chuen-sing-yit-luen-yit-lat-lat,Chuen Sing Yit Luen Yit Lat Lat,2010-10-01,,,,,
nine-nation-animation,Nine Nation Animation,2010-09-29,,,,,
maleficent,Maleficent,2014-05-30,56.0,6.8,180000000.0,758536735.0,1.0
life-and-crimes-of-doris-payne-the,The Life and Crimes of Doris Payne,2014-05-28,,,,,
anjaana-anjaani,Anjaana Anjaani,2010-10-01,,,,15738212.0,
you-again,You Again,2010-09-24,28.0,5.5,20000000.0,32838945.0,1.0
before-you-know-it,Before You Know It,2014-05-26,,,,,
edge-of-tomorrow,Edge of Tomorrow,2014-06-06,71.0,8.6,178000000.0,367028980.0,1.0
stand-clear-of-the-closing-doors,Stand Clear of the Closing Doors,2014-05-23,86.0,6.8,,,0.0
tapped-out,Tapped Out,2014-05-27,,,,,
this-is-where-we-live,This is Where We Live,2014-05-23,,,,,
return-to-the-hiding-place,Return to the Hiding Place,2014-05-23,,,,47942.0,
lila-lila,"Lila, Lila",2014-05-23,,,,,
yeok-rin-(south-korea)-(2014),Yeok-rin,2014-05-23,,,,29306967.0,
love-punch-the,The Love Punch,2014-05-23,,,,2890810.0,
gore-vidal-the-united-states-of-amnesia,Gore Vidal: The United States of Amnesia,2014-05-23,72.0,8.6,,,0.0
heropanti,Heropanti,2014-05-23,,,,,
grand-depart,Grand dÃƒÂ©part,2014-05-23,,,,,
cold-in-july,Cold in July,2014-05-23,73.0,7.3,,1792577.0,0.0
danza-de-la-realidad-la,La danza de la realidad,2014-05-23,,,,323391.0,
babadook-the,The Babadook,2014-11-28,,,2000000.0,7482387.0,
words-and-pictures,Words and Pictures,2014-05-23,49.0,5.9,,3345795.0,1.0
angriest-man-in-brooklyn-the,The Angriest Man in Brooklyn,2014-05-23,,,,127167.0,
blended,Blended,2014-05-23,31.0,5.8,45000000.0,127990741.0,1.0
thunder-and-the-house-of-magic,Thunder and the House of Magic,2014-09-05,47.0,5.3,34000000.0,62582520.0,0.0
abus-de-faiblesse,Abus de faiblesse,2014-08-22,,,,54941.0,
deux-jours-une-nuit,"Deux jours, une nuit",2014-12-24,,,,2353701.0,
romeo-and-juliet-(broadway-play),Romeo and Juliet,2014-02-13,,,,21008.0,
do-not-disturb-(2013),Do Not Disturb,2013-06-14,,,,,
x-men-days-of-future-past,X-Men: Days of Future Past,2014-05-23,75.0,8.2,200000000.0,747862775.0,1.0
bling-ring-the,The Bling Ring,2013-06-14,,,,12407491.0,
far-out-isnt-far-enough-the-tomi-ungerer-story,Far Out Isn't Far Enough: The Tomi Ungerer Story,2013-06-14,73.0,,,,0.0
apostles-of-comedy-onwards-and-upwards,Apostles of Comedy: Onwards and Upwards,2013-06-14,,,,,
200-cartas,200 Cartas,2013-06-14,,,,,
between-us-(2012),Between Us,2013-06-14,,,,,
20-feet-from-stardom,20 Feet From Stardom,2013-06-14,83.0,7.4,1000000.0,5892466.0,1.0
seven-assassins,Seven Assassins,2013-06-09,,,,,
pandoras-promise,Pandora's Promise,2013-06-12,54.0,7.8,,,0.0
violet-and-daisy,Violet and Daisy,2013-06-07,,,,,
this-is-the-end,This is the End,2013-06-12,67.0,7.1,32000000.0,126539117.0,2.0
tiger-eyes,Tiger Eyes,2013-06-07,56.0,,,,0.0
purge-the,The Purge,2013-06-07,,,3000000.0,91266581.0,
spirit-of-the-marathon-ii,Spirit of the Marathon II,2013-06-12,,,,,
proie-la,La proie,2013-06-07,,,,1327670.0,
rapture-palooza,Rapture-Palooza,2013-06-07,44.0,5.3,,,2.0
syrup,Syrup,2013-06-07,,,,,
internship-the,The Internship,2013-06-07,,,58000000.0,93672764.0,
lost-and-found-in-armenia,Lost and Found in Armenia,2013-06-07,,,,,
hey-bartender,Hey Bartender,2013-06-07,44.0,,,,0.0
finding-joy,Finding Joy,2013-06-07,,,,,
hello-herman,Hello Herman,2013-06-07,,,,,
sal,Sal,2012-11-01,41.0,,,30764.0,0.0
piranha-3dd,Piranha 3DD,2012-06-01,24.0,4.2,,6530796.0,2.0
much-ado-about-nothing-(2013),Much Ado About Nothing,2013-06-07,,,,,
nae-anaeui-modeun-geot,Nae Anaeui Modeun Geot,2012-05-17,,,,28555285.0,
mientras-duermes,Mientras duermes,2012-10-26,,,5000000.0,9109597.0,
elefante-blanco,Elefante blanco,2012-03-29,,,,5724790.0,
what-to-expect-when-your-expecting,What to Expect When You're Expecting,2012-05-18,,,37500000.0,88473016.0,
american-animal,American Animal,2012-05-18,52.0,,,,0.0
moonrise-kingdom,Moonrise Kingdom,2012-05-25,84.0,8.1,16000000.0,68848446.0,1.0
sadako-3d,Sadako 3D,2012-05-12,,,,19949419.0,
met-opera-la-traviata,Met Opera: La Traviata,2012-07-17,,,,138567.0,
you-instead,Tonight You're Mine,2012-04-12,,,,18203.0,
under-african-skies,Under African Skies,2012-05-11,82.0,,,,0.0
kick-the,The Kick,2012-05-17,,,3500000.0,40622.0,
tempest-the-(live),The Tempest,2012-05-11,,,,,
road-the-(2011),The Road,2012-05-11,,,,,
dictator-the,The Dictator,2012-05-16,,,65000000.0,180148897.0,
steve-jobs-the-lost-interview,Steve Jobs: The Lost Interview,2012-11-16,,,,108071.0,
you-are-here-(2010),You Are Here,2012-05-11,,,,,
poupoupidou,Poupoupidou,2012-05-11,,,,87015.0,
portrait-of-wally,Portrait of Wally,2012-05-11,70.0,,,,0.0
otter-501,Otter 501,2012-05-11,,,,,
small-beautifully-moving-parts,"Small, Beautifully Moving Parts",2012-05-11,48.0,,,,0.0
maintenant-on-va-ou-et,"Et maintenant, on va oÃƒÂ¹?",2012-05-11,,,,,
cymbeline,Cymbeline,2015-03-13,54.0,3.8,,18122.0,2.0
nuit-blanche,Nuit Blanche,2012-05-11,,,,,
cinderella-(2015),Cinderella,2015-03-13,,,95000000.0,542351353.0,
nesting,Nesting,2012-05-11,,,,,
chor-gei-(hong-kong)-(2015),Chor gei,2015-03-06,,,,2246744.0,
buzzard,Buzzard,2015-03-06,77.0,5.7,,,0.0
beijing-new-york-(china)(2015),"Beijing, New York",2015-03-06,,,,2520000.0,
bad-asses-on-the-bayou,Bad Asses On The Bayou,2015-03-06,,,,,
allure,Allure,2015-03-06,,,,,
art-de-la-fugue-l-(france)-(2015),L'art de la fugue,2015-03-06,,,,314773.0,
bir-varmis-bir-yokmus-(turkey)-(2015),Bir Varmis Bir Yokmus,2015-03-06,,,,748381.0,
jiang-cuo-jiu-cuo-(china)(2014),Jiang cuo jiu cuo,2015-03-05,,,,5590000.0,
frackman,Frackman,2015-03-04,,,,38585.0,
chappie,Chappie,2015-03-06,41.0,7.2,49000000.0,105002056.0,2.0
that-sugar-film,That Sugar Film,2015-07-31,56.0,6.6,,2382983.0,0.0
pretend-were-kissing,Pretend We're Kissing,2015-03-04,,,,,
mr-kaplan-(2014),Mr. Kaplan,,,,,90829.0,
unfinished-business,Unfinished Business,2015-03-06,32.0,4.2,35000000.0,13214051.0,2.0
ji-xing-gao-zhao-(hong-kong)(2014),Ji xing gao zhao,2015-03-01,,,,1691962.0,
superpai-(brazil)(2014),Superpai,2015-02-27,,,,1617090.0,
urok,Urok,2015-02-27,,,,28940.0,
exhibition-on-screen-girl-with-a-pearl-earring,Exhibition on Screen: Girl with a Pearl Earring,2015-02-28,,,,47470.0,
patron-radiografia-de-un-crimen-el-(argentina)-(2015),"El patrÃƒÂ³n, radiografÃƒÂ­a de un crimen",2015-02-27,,,,102.0,
paso-a-paso-(sweden)-(2015),Paso a paso,2015-02-27,,,,20889.0,
maraviglioso-boccaccio,Maraviglioso Boccaccio,2015-02-27,,,,661512.0,
out-of-the-dark-(2014),Out of the Dark,2015-02-27,,,,1096461.0,
my-life-directed-by-nicolas-winding-refn,My Life Directed by Nicolas Winding Refn,2015-02-27,50.0,8.2,,,0.0
abrazo-de-la-serpiente-el,El abrazo de la serpiente,2016-02-17,,,1400000.0,4787818.0,
wilden-kerle-6-die-die-legende-lebt,Die wilden Kerle 6 - Die Legende lebt,2016-02-11,,,,3963295.0,
decibely-lasky,Decibely lÃƒÂ¡sky,2016-02-11,,,,805880.0,
bungaeman,Bungaeman,2016-02-11,,,,428219.0,
perfetti-sconosciuti-(italy),Perfetti sconosciuti,2016-02-10,,,,29956526.0,
zootopia-(2016),Zootopia,2016-03-04,,,150000000.0,1004629935.0,
deadpool,Deadpool,2016-02-12,65.0,8.0,58000000.0,784157111.0,2.0
how-to-be-single,How to be Single,2016-02-12,51.0,6.0,37000000.0,100003780.0,2.0
mr-nian,Mr. Nian,2016-02-08,,,,5256007.0,
zoolander-2-(2016),Zoolander 2,2016-02-12,,,50000000.0,55348693.0,
tetarti-04-45-(greece)-(2015),Tetarti 04:45,2016-02-05,,,,5415.0,
temel-ile-dursun-istanbul-da-(turkey)-(2016),Temel Ile Dursun Istanbul'da,2016-02-05,,,,9472.0,
southbound,Southbound,2016-02-05,58.0,5.8,,224743.0,0.0
visaaranai,Visaaranai,2016-02-05,,,,9187.0,
stavka-na-lyubov,Stavka na lyubov,2016-02-11,,,,387143.0,
shingekijouban-inisharu-d-legend-3-mugen-(japan)-(2016),Shingekijouban Inisharu D: Legend 3 - Mugen,2016-02-05,,,,293276.0,
mei-ren-yu,Mei Ren Yu,2016-02-19,,,60720000.0,525018479.0,
sanam-teri-kasam,Sanam Teri Kasam,2016-02-05,,,,76328.0,
reverso-(spain)-(2015),Reverso,2016-02-05,,,,,
ren-sheng-an-ge-zan-(taiwan)(2015),Ren Sheng An Ge Zan,2016-02-05,,,,130554.0,
secret-cinema-2016,Secret Cinema 2016,2016-02-05,,,,1852781.0,
pobeg-za-mechtoy-(russia)-(2016),Pobeg Za Mechtoy,2016-02-05,,,,674.0,
shen-chu-(taiwan)(2015),Shen Chu,2016-02-05,,,,63710.0,
prejudice-(belgium)-(2015),PrÃƒÂ©judice,2016-02-05,,,,79481.0,
kaufmans-game-(uk),KaufmanÃ¢â‚¬â„¢s Game,2018-02-02,,,,24694.0,
journeys-end-(uk),JourneyÃ¢â‚¬â„¢s End,2018-03-16,,,,979521.0,
jin-gui-zi-(china)-(2018),Jin Gui Zi,2018-02-02,,,,4668484.0,
isan-tytto-(finland),IsÃƒÂ¤n tyttÃƒÂ¶,2018-02-02,,,,375.0,
planeta-singli-(poland)-(2015),Planeta Singli,2016-02-05,,,,9740728.0,
humble-politician-nograj-(india),Humble Politician Nograj,2018-02-02,,,,3837.0,
hitsuki-no-ki-(japan),Hitsuji no ki,2018-02-02,,,,5168006.0,
hey-jude-(india),Hey Jude,2018-02-02,,,,429122.0,
huai-ba-ba-(china),Huai Ba Ba,2018-02-02,,,,3791880.0,
graduation-journey-(china)-(2018),Graduation Journey,2018-02-02,,,,27171.0,
funohan-(japan),FunÃƒÂ´han,2018-02-02,,,,6356312.0,
foxtrot-(israel)-(2018),Foxtrot,2018-03-02,,,,2493284.0,
garabandal-solo-dios-lo-sabe-(spain),"Garabandal, solo Dios lo sabe",2018-02-02,,,,290366.0,
gaspard-va-au-mariage-(france),Gaspard va au mariage,2018-02-02,,,,869179.0,
euphoria-(sweden)-(2018),Euphoria,2018-06-28,,,,68688.0,
cuaderno-de-sara-el-(spain),El Cuaderno de Sara,2018-02-02,,,,6070039.0,
chalo-(india),Chalo,2018-02-02,,,,2390112.0,
chal-man-jeetva-jaiye-(india),Chal Man Jeetva Jaiye,2018-02-02,,,,11677.0,
cin-cesmesi-(turkey),Cin Ãƒâ€¡eÃ…Å¸mesi,2018-02-02,,,,19216.0,
cebimdeki-yabanci-(turkey),Cebimdeki YabancÃ„Â±,2018-02-02,,,,2830647.0,
braven-(2018),Braven,2018-02-02,,,,826472.0,
bolshoy-ballet-2018-the-lady-of-the-camellias-(russia),Bolshoy Ballet: The Lady of the Camellias,2018-02-02,,,,111845.0,
broken-(nz),Broken,2018-02-02,,,,647891.0,
cage-fighter-the,The Cage Fighter,2018-02-02,,,,,
blind-way-(china)-(2017),Blind Way,2018-02-02,,,,81235.0,
rec-(spain-2007),[Rec],2007-11-23,,,2100000.0,23266821.0,
starting-out-in-the-evening,Starting Out in the Evening,2007-11-23,78.0,7.6,,,1.0
izgnanie-(russia)-(2007),Izgnanie,2007-11-23,,,,,
bola-dorada-la-(spain),La Bola dorada,2018-02-02,,,,9639.0,
yiddish-theater-a-love-story,Yiddish Theater: A Love Story,2007-11-21,67.0,,,,0.0
this-christmas,This Christmas,2007-11-21,63.0,6.7,13000000.0,49733545.0,1.0
middonaito-iguru,Middonaito ÃƒÅ½guru,2007-11-23,,,,2607116.0,
everythings-cool-a-toxic-comedy-about-global-warming,Everything's Cool: A Toxic Comedy About Global Warming,2007-11-23,,,,,
ninas-heavenly-delights,Nina's Heavenly Delights,2007-11-21,44.0,4.2,,,1.0
mist-the,The Mist,2007-11-21,,,13000000.0,57189408.0,
france-la,La France,2007-11-21,,,,,
hitman,Hitman,2007-11-21,35.0,6.5,24000000.0,99135571.0,2.0
im-not-there,IÃ¢â‚¬â„¢m Not There,2007-11-21,73.0,6.7,20000000.0,12397613.0,2.0
dhan-dhana-dhan-goal,Dhan Dhana Dhan Goal,2007-11-21,,,,5957759.0,
beyonce-experience-the,The Beyonce Experience,2007-11-19,,,,,
enchanted,Enchanted,2007-11-21,75.0,8.2,85000000.0,340384141.0,1.0
what-would-jesus-buy,What Would Jesus Buy?,2007-11-16,60.0,6.5,,229270.0,1.0
august-rush,August Rush,2007-11-17,38.0,7.5,25000000.0,64605762.0,1.0
smiley-face,Smiley Face,2007-11-16,71.0,5.8,,,2.0
redacted,Redacted,2007-11-16,52.0,4.9,5000000.0,861325.0,2.0
strakarnir-okkar,StrÃƒÂ¡karnir okkar,2007-11-16,,,,,
mr-magoriums-wonder-emporium,Mr. Magorium's Wonder Emporium,2007-11-16,48.0,5.7,,68191643.0,3.0
margot-at-the-wedding,Margot at the Wedding,2007-11-16,66.0,6.0,,2368218.0,2.0
love-in-the-time-of-cholera,Love in the Time of Cholera,2007-11-16,43.0,5.2,45000000.0,31077418.0,2.0
dialogue-avec-mon-jardinier,Dialogue avec mon jardinier,2007-11-16,,,,9897351.0,
gabriel-(2008),Gabriel,2007-11-15,,,,1174359.0,
meitantei-conan-episdo-wan-chiisakunatta-meitantei-(japan),Meitantei Conan: EpisÃ…ï¿½do Wan - Chiisakunatta Meitantei,2017-02-07,,,,866604.0,
